state,district,season,crop,area,production
राजस्थान (Rajasthan),भीलवाड़ा,रबी ,रेपसीड और सरसों,24904,22858
राजस्थान (Rajasthan),नागौरी,पूरे साल ,ग्वार सीड,85348,14003
राजस्थान (Rajasthan),बरनी,पूरे साल ,सन्नहम्पो,9,8
राजस्थान (Rajasthan),करौली,खरीफ ,चावल,1832,2241
राजस्थान (Rajasthan),गंगानगर,पूरे साल ,शकरकंद,1,
राजस्थान (Rajasthan),सवाई माधोपुरी,रबी ,मटर और बीन्स (दालें),68,68
राजस्थान (Rajasthan),गंगानगर,खरीफ ,अरंडी बीज,965,674
राजस्थान (Rajasthan),बाड़मेर,पूरे साल ,ग्वार सीड,316994,22461
राजस्थान (Rajasthan),जालौर,खरीफ ,मक्का,113,210
राजस्थान (Rajasthan),टोंकी,पूरे साल ,अंगूर,1,0
राजस्थान (Rajasthan),सिरोही,पूरे साल ,सन्नहम्पो,6,2
राजस्थान (Rajasthan),बरनी,रबी ,अलसी का बीज,2262,1801
राजस्थान (Rajasthan),सीकर,खरीफ ,कीट,7435,2711
राजस्थान (Rajasthan),उदयपुर,पूरे साल ,हल्दी,58,107
राजस्थान (Rajasthan),धौलपुर,रबी ,ग्राम,3778,5486
सिक्किम (Sikkim),दक्षिण जिला,खरीफ ,चावल,2400,3430
सिक्किम (Sikkim),दक्षिण जिला,खरीफ ,अन्य खरीफ दालें,700,920
सिक्किम (Sikkim),पश्चिम जिला,रबी ,गेहूं,1020,820
सिक्किम (Sikkim),पश्चिम जिला,खरीफ ,मक्का,13000,18190
सिक्किम (Sikkim),पूर्वी जिला,खरीफ ,चावल,4940,8670
सिक्किम (Sikkim),पश्चिम जिला,खरीफ ,अन्य खरीफ दालें,310,310
सिक्किम (Sikkim),पूर्वी जिला,खरीफ ,छोटे बाजरा,840,832
सिक्किम (Sikkim),पूर्वी जिला,खरीफ ,मक्का,8550,25300
सिक्किम (Sikkim),दक्षिण जिला,खरीफ ,तिलहन कुल,40,20
सिक्किम (Sikkim),पूर्वी जिला,रबी ,अन्य अनाज और बाजरा,1720,1610
तमिलनाडु (Tamil Nadu),डिंडीगुल,पूरे साल ,करेला,151,0
तमिलनाडु (Tamil Nadu),तिरुवन्नामलाई,पूरे साल ,हल्दी,259,1580
तमिलनाडु (Tamil Nadu),तिरुचिरापल्ली,खरीफ ,चने की दाल,1983,841
तमिलनाडु (Tamil Nadu),तिरुचिरापल्ली,खरीफ ,मूंगफली,27074,39109
तमिलनाडु (Tamil Nadu),विल्लुपुरम,पूरे साल ,शकरकंद,178,2410
तमिलनाडु (Tamil Nadu),नीलगिरी,पूरे साल ,सूखी मिर्च,22,11
तमिलनाडु (Tamil Nadu),विरुधुनागरी,रबी ,ग्राम,110,54
तमिलनाडु (Tamil Nadu),तूतीकोरिन,पूरे साल ,गन्ना,562,60924
तमिलनाडु (Tamil Nadu),कन्याकुमारी,पूरे साल ,सुपारी,761,
तमिलनाडु (Tamil Nadu),विरुधुनागरी,पूरे साल ,तिल,2521,391
तमिलनाडु (Tamil Nadu),थिरुवरुर,पूरे साल ,तिल,1420,367
तमिलनाडु (Tamil Nadu),तूतीकोरिन,पूरे साल ,गन्ना,219,26892
तमिलनाडु (Tamil Nadu),कुड्डालोर,खरीफ ,मक्का,3950,7589
तमिलनाडु (Tamil Nadu),डिंडीगुल,पूरे साल ,टैपिओका,640,24103
तमिलनाडु (Tamil Nadu),नमक्कली,पूरे साल ,केला,1523,53876
तमिलनाडु (Tamil Nadu),तिरुचिरापल्ली,पूरे साल ,धनिया,683,159
तमिलनाडु (Tamil Nadu),तिरुवन्नामलाई,पूरे साल ,बीन्स और मटर (सब्जी),168,0
तमिलनाडु (Tamil Nadu),मदुरै,खरीफ ,चावल,70996,234492
तमिलनाडु (Tamil Nadu),रामनाथपुरम,खरीफ ,मक्का,13,15
तमिलनाडु (Tamil Nadu),डिंडीगुल,रबी ,आलू,513,6207
तमिलनाडु (Tamil Nadu),शिवगंगा,खरीफ ,चावल,80708,166959
तमिलनाडु (Tamil Nadu),डिंडीगुल,पूरे साल ,ग्राम,528,267
तमिलनाडु (Tamil Nadu),तूतीकोरिन,खरीफ ,कपास (लिंट),9743,4400
तमिलनाडु (Tamil Nadu),तिरुवन्नामलाई,खरीफ ,उड़द,5066,2533
तमिलनाडु (Tamil Nadu),वेल्लोर,खरीफ ,कपास (लिंट),6125,16476
तमिलनाडु (Tamil Nadu),कोयंबत्तूर,खरीफ ,सूरजमुखी,453,482
तमिलनाडु (Tamil Nadu),फिर म,खरीफ ,बाजरे,4860,4137
तमिलनाडु (Tamil Nadu),तिरुवन्नामलाई,पूरे साल ,अरहर / तुरई,985,392
तमिलनाडु (Tamil Nadu),विल्लुपुरम,पूरे साल ,अन्य सब्जियां,324,0
तमिलनाडु (Tamil Nadu),नमक्कली,खरीफ ,अन्य खरीफ दालें,3210,645
तमिलनाडु (Tamil Nadu),फिर म,खरीफ ,मूंगफली,1917,4222
तमिलनाडु (Tamil Nadu),धर्मपुरी,पूरे साल ,रागी,18232,37470
तमिलनाडु (Tamil Nadu),नमक्कली,पूरे साल ,हल्दी,2436,12774
तमिलनाडु (Tamil Nadu),कोयंबत्तूर,खरीफ ,उड़द,987,526
तमिलनाडु (Tamil Nadu),करूर,खरीफ ,चने की दाल,1884,1063
तमिलनाडु (Tamil Nadu),रामनाथपुरम,पूरे साल ,बाजरे,720,800
तमिलनाडु (Tamil Nadu),सलेम,पूरे साल ,अरहर / तुरई,2963,2690
तमिलनाडु (Tamil Nadu),कुड्डालोर,पूरे साल ,चने की दाल,3,2
तमिलनाडु (Tamil Nadu),पुदुक्कोट्टई,खरीफ ,मूंग (हरा चना),111,47
तमिलनाडु (Tamil Nadu),नागपट्टिनम,पूरे साल ,काजू,503,152
तमिलनाडु (Tamil Nadu),कोयंबत्तूर,पूरे साल ,सूखी मिर्च,1410,724
तमिलनाडु (Tamil Nadu),नागपट्टिनम,पूरे साल ,काजू,1856,488
तमिलनाडु (Tamil Nadu),तूतीकोरिन,पूरे साल ,प्याज,1744,10095
तमिलनाडु (Tamil Nadu),अरियालुर,पूरे साल ,छोटे बाजरा,259,705
तमिलनाडु (Tamil Nadu),नागपट्टिनम,पूरे साल ,नारियल ,4241,604
तमिलनाडु (Tamil Nadu),नीलगिरी,पूरे साल ,गन्ना,11,1211
तमिलनाडु (Tamil Nadu),करूर,पूरे साल ,सूरजमुखी,5596,11222
तमिलनाडु (Tamil Nadu),करूर,खरीफ ,कपास (लिंट),490,850
तमिलनाडु (Tamil Nadu),पेरम्बलूर,खरीफ ,अरंडी बीज,157,53
तमिलनाडु (Tamil Nadu),विरुधुनागरी,पूरे साल ,काजू,4,1
तमिलनाडु (Tamil Nadu),कृष्णागिरी,पूरे साल ,टैपिओका,429,9089
तमिलनाडु (Tamil Nadu),तिरुनेलवेली,खरीफ ,अन्य खरीफ दालें,2195,421
तमिलनाडु (Tamil Nadu),डिंडीगुल,खरीफ ,मक्का,7330,43858
तमिलनाडु (Tamil Nadu),वेल्लोर,पूरे साल ,अनन्नास,1,31
तमिलनाडु (Tamil Nadu),कृष्णागिरी,पूरे साल ,शकरकंद,6,80
तमिलनाडु (Tamil Nadu),विरुधुनागरी,पूरे साल ,गन्ना,4438,439668
तमिलनाडु (Tamil Nadu),करूर,पूरे साल ,काजू,30,17
तमिलनाडु (Tamil Nadu),थिरुवरुर,पूरे साल ,प्याज,1,13
तमिलनाडु (Tamil Nadu),धर्मपुरी,पूरे साल ,उड़द,1428,371
तमिलनाडु (Tamil Nadu),पेरम्बलूर,पूरे साल ,धनिया,6021,1535
तमिलनाडु (Tamil Nadu),तिरुनेलवेली,पूरे साल ,हल्दी,6,22
तमिलनाडु (Tamil Nadu),थिरुवरुर,रबी ,उड़द,58178,60610
तमिलनाडु (Tamil Nadu),पेरम्बलूर,खरीफ ,मूंगफली,29026,42530
